NAME,HOUSENUM,STREETNAME,ADDRESS,ZIP,CITY
Presbyterian Hospital Infant&Ccc,61,HAVEN AVENUE,61 HAVEN AVENUE,10032,New York
Children's Learning Center,90,LA SALLE STREET,90 LA SALLE STREET,10027,New York
Childen's Learning Center,90,LASALLE STREET,90 LASALLE STREET,10027,New York
H.P.M.S. Rosa Wardell Dcc,1275,WESTCHESTER AVENUE,1275 WESTCHESTER AVENUE,10459,Bronx
Vincent J. Caristo Child Care Center,5901,13 AVENUE,5901 13 AVENUE,11219,Brooklyn
Bnos Zion  Of Bodov,5000,14 AVENUE,5000 14 AVENUE,11219,Brooklyn
A.C.E. Early Childhood Center,199,14 STREET,199 14 STREET,11215,Brooklyn
Gan Day Care Center,4206,15 AVENUE,4206 15 AVENUE,11219,Brooklyn
Alonzo A. Daughtry Memorial Dcc,30,3 AVENUE,30 3 AVENUE,11217,Brooklyn
Yeled V'Yalda Hs,1601,42 STREET,1601 42 STREET,11204,Brooklyn
Heartshare Ecc,7002,4 AVENUE,7002 4 AVENUE,11209,Brooklyn
Gan Miriam,3690,NETHERLAND AVENUE,3690 NETHERLAND AVENUE,10463,Bronx
Kinneret Day School,2600,NETHERLAND AVENUE,2600 NETHERLAND AVENUE,10463,Bronx
East Tremont Hs,1780,STORY AVENUE,1780 STORY AVENUE,10473,Bronx
New Busy Bee Learning Ctr,122-01,GUY R BREWER BOULEVARD,122-01 GUY R BREWER BOULEVARD,11434,Jamaica
Alpha-Fundamental Pre-School,218-30,HEMSTEAD AVENUE,218-30 HEMSTEAD AVENUE,11429,Queens Village
Early Intervention Center Of Queens,219-10,HILLSIDE AVENUE,219-10 HILLSIDE AVENUE,11427,Queens Village
New Deal Day Care&Learning Center,172-12,JAMAICA AVENUE,172-12 JAMAICA AVENUE,11432,Jamaica
Queens Village Day School,219-32,JAMAICA AVENUE,219-32 JAMAICA AVENUE,11428,Queens Village
Playmates Nursery Inc. Ii,131-15,LIBERTY AVENUE,131-15 LIBERTY AVENUE,11419,South Richmond Hill
Montessori Progressive Learning Center,195-03,LINDEN BOULEVARD,195-03 LINDEN BOULEVARD,11412,Saint Albans
Montessori Progressive Learn,195-05,LINDEN BOULEVARD,195-05 LINDEN BOULEVARD,11412,Saint Albans
Good Foundation Pre-School,196-08,LINDEN BOULEVARD,196-08 LINDEN BOULEVARD,11412,Saint Albans
Tender Years Pre-School,199-15,LINDEN BOULEVARD,199-15 LINDEN BOULEVARD,11412,Saint Albans
"Sunshine Learning Center, Inc.",201-04,LINDEN BOULEVARD,201-04 LINDEN BOULEVARD,11412,Saint Albans
All My Children I/T Inc.,175-44,MAYFIELD ROAD,175-44 MAYFIELD ROAD,11432,Jamaica
Hon. William H. Booth E.L.C,118-49,MONTAUK STREET,118-49 MONTAUK STREET,11412,Saint Albans
Hon.William H. Booth E.L.C,118-49,MONTAUK STREET,118-49 MONTAUK STREET,11412,Saint Albans
Miss Francine Day School Ii,2169,GRAND CONCOURSE,2169 GRAND CONCOURSE,10453,Bronx
Hostos Children's Center Inc.,475,GRAND CONCOURSE,475 GRAND CONCOURSE,10451,Bronx
Lapeninsula Hs,1054,INTERVALE AVENUE,1054 INTERVALE AVENUE,10459,Bronx
St. James Park Day Care I/T,2500,JEROME AVENUE,2500 JEROME AVENUE,10468,Bronx
Kingsbridge Heights Hs,3101,KINGSBRIDGE TERRACE,3101 KINGSBRIDGE TERRACE,10463,Bronx
Twin Parks Ccc,2070,MAPES AVENUE,2070 MAPES AVENUE,10460,Bronx
"Round The Clock Nursery, Inc.",2380,MARION AVENUE,2380 MARION AVENUE,10458,Bronx
Seventh Avenue Mennonite Hs,1646,MONTGOMERY AVENUE,1646 MONTGOMERY AVENUE,10453,Bronx
Patterson's Kids In Motion Nursery,414,MORRIS AVENUE,414 MORRIS AVENUE,10451,Bronx
Billy Martin Child Development Center,333,CLASSON AVENUE,333 CLASSON AVENUE,11205,Brooklyn
Schelkunchik Inc.,1105,CONEY ISLAND AVENUE,1105 CONEY ISLAND AVENUE,11230,Brooklyn
Kish Koosh,2167,CONEY ISLAND AVENUE,2167 CONEY ISLAND AVENUE,11223,Brooklyn
Amico Court Street Cc,292,COURT STREET,292 COURT STREET,11231,Brooklyn
Growing Assets Cdc,231,EAST 17 STREET,231 EAST 17 STREET,11226,Brooklyn
Little People's Academy Day Care,3217,CHURCH AVENUE,3217 CHURCH AVENUE,11226,Brooklyn
Pre-School Minds Dcc,3318,CHURCH AVENUE,3318 CHURCH AVENUE,11203,Brooklyn
Our Little Friends Dcc,5215,CHURCH AVENUE,5215 CHURCH AVENUE,11203,Brooklyn
Let's Care Again Dcc,19,CLARKSON AVENUE,19 CLARKSON AVENUE,11226,Brooklyn
St. Rita's Hs,452,COLLEGE AVENUE,452 COLLEGE AVENUE,10451,Bronx
Help Usa Bronx Crotona,785,CROTONA PARK NORTH,785 CROTONA PARK NORTH,10460,Bronx
Graham Windham's Grow With Us Pre-School,1732,DAVIDSON AVENUE,1732 DAVIDSON AVENUE,10453,Bronx
Mosholu Montefiore Ccc,3450,DEKALB AVENUE,3450 DEKALB AVENUE,10467,Bronx
Lucille Murray Cdc,296,EAST 140 STREET,296 EAST 140 STREET,10454,Bronx
Hamilton Madison Hs,80,BEEKMAN STREET,80 BEEKMAN STREET,10038,New York
The Children Center At Goldman Sachs,85,BROAD STREET,85 BROAD STREET,10004,New York
New York Child Resource Center Inc.,348,EAST 146 STREET,348 EAST 146 STREET,10451,Bronx
Archdiocese/Immaculate Concept,378,EAST 151 STREET,378 EAST 151 STREET,10455,Bronx
Hamilton Madison Hs,89,CATHERINE STREET,89 CATHERINE STREET,10002,New York
Garment Industry Dcc,115,CHRYSTIE STREET,115 CHRYSTIE STREET,10002,New York
Windmill Montessori School,1317,AVENUE T,1317 AVENUE T,11229,Brooklyn
Kings Bay Ym-Ywha Nursery Annex,3043,AVENUE W,3043 AVENUE W,11229,Brooklyn
"Shostakovich Music, Art&Sport School",297,AVENUE X,297 AVENUE X,11223,Brooklyn
The Carleton Washburne Eccof Brooklyn Cc/The Brooklyn College Cc Svc.,2900,BEDFORD AVENUE,2900 BEDFORD AVENUE,11210,Brooklyn
Richmond Elc,159,BROADWAY,159 BROADWAY,10310,Staten Island
Lemon Tree Learning Ctr,341,ELVIN STREET,341 ELVIN STREET,10314,Staten Island
Volunteers Of America Staten Island Early Learning Center,10,JOLINE LANE,10 JOLINE LANE,10307,Staten Island
High Hopes Of S.I. Inc. I/T #1,971,ROSSVILLE AVENUE,971 ROSSVILLE AVENUE,10309,Staten Island
Wonder Years Pre-Sch,389,SEAVER AVENUE,389 SEAVER AVENUE,10305,Staten Island
Jewish Community Center Of Staten Island,485,VICTORY BOULEVARD,485 VICTORY BOULEVARD,10301,Staten Island
John Edward Bruce Day Care Center #2,1173,BERGEN STREET,1173 BERGEN STREET,11213,Brooklyn
H.E.L.P I Day Care,515,BLAKE AVENUE,515 BLAKE AVENUE,11207,Brooklyn
Cinderella Dcc,130,BRIGHTON 11 STREET,130 BRIGHTON 11 STREET,11235,Brooklyn
Hebrew Academy For Special Children,1311,55 STREET,1311 55 STREET,11219,Brooklyn
The Guild For Exceptional Children,1273,57 STREET,1273 57 STREET,11219,Brooklyn
Little Wonder Inc.,88-66,MYRTLE AVENUE,88-66 MYRTLE AVENUE,11385,Ridgewood
A Child's Place Too,107-17,NORTHERN BOULEVARD,107-17 NORTHERN BOULEVARD,11368,Corona
Bayside Kindergarten&Nursery Sch,171-39,NORTHERN BOULEVARD,171-39 NORTHERN BOULEVARD,11358,Flushing
Riverview Montessori Sch,28-Jul,POINT CRESCENT,43674 POINT CRESCENT,11357,Whitestone
The Shield Institute,144-61,ROOSEVELT AVENUE,144-61 ROOSEVELT AVENUE,11354,Flushing
Dayton Towers East Playtime,7800,SHORE FRONT PARKWAY,7800 SHORE FRONT PARKWAY,11693,Far Rockaway
Laguardia Community Eclc I/T,31-10,THOMPSON AVENUE,31-10 THOMPSON AVENUE,11101,Long Island City
Stepping Stone Day School,77-40,VLEIGH PLACE,77-40 VLEIGH PLACE,11367,Flushing
Mini World Pre-Sch,7516,AMBOY ROAD,7516 AMBOY ROAD,10307,Staten Island
"Beansprouts Of Brooklyn, Inc.",454,6 AVENUE,454 6 AVENUE,11215,Brooklyn
Avalon Academy Preparatory Sch,695,6 AVENUE,695 6 AVENUE,11215,Brooklyn
Berkeley Carroll Ccc,515,6 STREET,515 6 STREET,11215,Brooklyn
Our Saviour's Lutheran Pre-School,414,80 STREET,414 80 STREET,11209,Brooklyn
Open House Nursery School,203,ATLANTIC AVENUE,203 ATLANTIC AVENUE,11201,Brooklyn
Nat Turner Dcc,460,ATLANTIC AVENUE,460 ATLANTIC AVENUE,11217,Brooklyn
Children First At Salomon Smith Barney,388,GREENWICH STREET,388 GREENWICH STREET,10013,New York
Medical Center Nursery School,60,HAVEN AVENUE,60 HAVEN AVENUE,10032,New York
Henry Street Settlement,301,HENRY STREET,301 HENRY STREET,10002,New York
All Souls School,1157,LEXINGTON AVENUE,1157 LEXINGTON AVENUE,10021,New York
Louis A. Fickling Cdc,1240,WEBSTER AVENUE,1240 WEBSTER AVENUE,10456,Bronx
Ring Around The Rosie Preschool,7104,13 AVENUE,7104 13 AVENUE,11228,Brooklyn
Zion Day Care Center,5000,14 AVENUE,5000 14 AVENUE,11219,Brooklyn
"Shira Head Start Bais Yaakov I, Ii, Iii, Vi, V",1371,46 STREET,1371 46 STREET,11219,Brooklyn
Sunset Park Children's School,4616,4 AVENUE,4616 4 AVENUE,11220,Brooklyn
Miriam De Soyza Learning Center,1180,REV JAMES POLITE AVENUE,1180 REV JAMES POLITE AVENUE,10459,Bronx
Five Star Day Care Ctr,3261,THIRD AVENUE,3261 THIRD AVENUE,10456,Bronx
Highbridge Nursery School,1531,UNIVERSITY AVENUE,1531 UNIVERSITY AVENUE,10453,Bronx
"South Jamaica Center For Children & Parents, Inc.",114-02,GUY R BREWER BOULEVARD,114-02 GUY R BREWER BOULEVARD,11434,Jamaica
First Star Learning Center I/T,145-88,GUY R BREWER BOULEVARD,145-88 GUY R BREWER BOULEVARD,11434,Jamaica
Sunshine Developmental,219-10,HILLSIDE AVENUE,219-10 HILLSIDE AVENUE,11427,Queens Village
Reach And Grow,214-09,JAMAICA AVENUE,214-09 JAMAICA AVENUE,11428,Queens Village
"Abc Pre-School, Inc.",66-20,LAUREL HILL BOULEVARD,66-20 LAUREL HILL BOULEVARD,11377,Woodside
Samuel Field Ym&Uwha Cc,58-20,LITTLE NECK PARKWAY,58-20 LITTLE NECK PARKWAY,11362,Little Neck
"E.C.L.C. Of Queens, Inc.",71-25,MAIN STREET,71-25 MAIN STREET,11367,Flushing
Yai/Nyl Clearview Annex,188-15,MCLAUGHLIN AVENUE,188-15 MCLAUGHLIN AVENUE,11423,Hollis
Francis Grace,130-20,MERRICK BOULEVARD,130-20 MERRICK BOULEVARD,11434,Jamaica
Hermy's Day Care,243-24,MERRICK BOULEVARD,243-24 MERRICK BOULEVARD,11422,Rosedale
Christ The King Community Pre-Sch,68-02,METROPOLITAN AVENUE,68-02 METROPOLITAN AVENUE,11379,Middle Village
Fed Kids Child Care Center,26,FEDERAL PLAZA,26 FEDERAL PLAZA,10007,New York
Fed Kids Child Care Center,26,FEDERAL PLAZA,26 FEDERAL PLAZA,10007,New York
Herbert G. Birch Ecc Hs,554,FORT WASHINGTON AVENUE,554 FORT WASHINGTON AVENUE,10033,New York
C.A.S. Drew Hamilton Dc,2672,FREDERICK DOUGLASS BOULEVARD,2672 FREDERICK DOUGLASS BOULEVARD,10030,New York
The East Meadow School,1475,HAMMERSLEY AVENUE,1475 HAMMERSLEY AVENUE,10469,Bronx
Riverdale Neighborhood House Ii,5521,MOSHOLU AVENUE,5521 MOSHOLU AVENUE,10471,Bronx
Super Tot Pre-School,325,EAST 6 STREET,325 EAST 6 STREET,10003,New York
Abc Cassidy's Place,419,EAST 86 STREET,419 EAST 86 STREET,10028,New York
Abc Merricat's Castle,316,EAST 88 STREET,316 EAST 88 STREET,10128,New York
Rhinelander Children's Aide Soceity,350,EAST 88 STREET,350 EAST 88 STREET,10128,New York
Brick Church School,62,EAST 92 STREET,62 EAST 92 STREET,10128,New York
La Seuola Ditalia G. Marconi,12,EAST 96 STREET,12 EAST 96 STREET,10128,New York
Manhattan Country School,7,EAST 96 STREET,7 EAST 96 STREET,10128,New York
Escuela Hispana Mont Hs,442,EAST HOUSTON STREET,442 EAST HOUSTON STREET,10002,New York
University Settlement Early Hs,184,ELDRIDGE STREET,184 ELDRIDGE STREET,10002,New York
"Love, Peace&Joy Preschool&Kindergarten 2",111-12,FARMERS BOULEVARD,111-12 FARMERS BOULEVARD,11412,Saint Albans
Washington Market School-Duane,134,DUANE STREET,134 DUANE STREET,10013,New York
New Generation Day Care Inc.,116-20,FRANCIS LEWIS BOULEVARD,116-20 FRANCIS LEWIS BOULEVARD,11411,Cambria Heights
Tenth Street Tots,297,EAST 10 STREET,297 EAST 10 STREET,10009,New York
La Guardia House Nursery,249,EAST 117 STREET,249 EAST 117 STREET,10035,New York
Bank Street Head Start I/T,113,EAST 13 STREET,113 EAST 13 STREET,10003,New York
Beginnings A Toddler Program Ltd,130,EAST 16 STREET,130 EAST 16 STREET,10003,New York
The Acorn School,330,EAST 26 STREET,330 EAST 26 STREET,10010,New York
Renanim At Murray Hill Inc.,133,EAST 29 STREET,133 EAST 29 STREET,10016,New York
Montessori School,347,EAST 55 STREET,347 EAST 55 STREET,10022,New York
The Kidzone Cc Community Service Corp.,3547,EAST TREMONT AVENUE,3547 EAST TREMONT AVENUE,10465,Bronx
Goose Bay Nursery #3,135,EINSTEIN LOOP,135 EINSTEIN LOOP,10475,Bronx
Ralph Hirschkorn Ccc,10-Mar,BEACH 20 STREET,43534 BEACH 20 STREET,11691,Far Rockaway
Community House Nursery &Kindergarten,15,BORAGE PLACE,15 BORAGE PLACE,11375,Forest Hills
Woodside Children's Center,50-37,BROADWAY,50-37 BROADWAY,11377,Woodside
Red Apple Child Development Center,83-04,BROADWAY,83-04 BROADWAY,11373,Elmhurst
First Presbyterian Academy,896,CENTRAL AVENUE,896 CENTRAL AVENUE,11691,Far Rockaway
Red Apple Cdc,83-38,CORNISH AVENUE,83-38 CORNISH AVENUE,11373,Elmhurst
Little Dolphin,107-01,CROSSBAY BOULEVARD,107-01 CROSSBAY BOULEVARD,11417,Ozone Park
United Nations International School,173-53,CROYDON ROAD,173-53 CROYDON ROAD,11432,Jamaica
Kids Palace,84-75,DANIELS STREET,84-75 DANIELS STREET,11435,Jamaica
Community Church Of Douglaston,39-50,DOUGLASTON PARKWAY,39-50 DOUGLASTON PARKWAY,11363,Little Neck
St. Albans Outreach Day Care Center,109-53,FARMERS BOULEVARD,109-53 FARMERS BOULEVARD,11412,Saint Albans
Help Bronx Morris Early Childhood Program,285,EAST 171 STREET,285 EAST 171 STREET,10457,Bronx
Kennedy Child Study Center,1028,EAST 179 STREET,1028 EAST 179 STREET,10460,Bronx
Highbridge Advisory Council/Steven Sales Dcc,80,EAST 181 STREET,80 EAST 181 STREET,10453,Bronx
Gunhill Child Care Pre-School,934,EAST GUN HILL ROAD,934 EAST GUN HILL ROAD,10469,Bronx
Mount Roraima Day Care School,311,EAST 32 STREET,311 EAST 32 STREET,11226,Brooklyn
Flatbush Haitian Dcc,141,EAST 40 STREET,141 EAST 40 STREET,11203,Brooklyn
Herbert G. Birch Ecc,475,EAST 57 STREET,475 EAST 57 STREET,11203,Brooklyn
St. Francis De Sales School For The Day,260,EASTERN PARKWAY,260 EASTERN PARKWAY,11225,Brooklyn
John F. Kennedy Ccc,10315,FARRAGUT ROAD,10315 FARRAGUT ROAD,11236,Brooklyn
Nkechiobi's Day Care Center,1708,FLATBUSH AVENUE,1708 FLATBUSH AVENUE,11210,Brooklyn
Morning Glory Day Care I/T,3301,FOSTER AVENUE,3301 FOSTER AVENUE,11203,Brooklyn
Little Sun People Inc.,1360,FULTON STREET,1360 FULTON STREET,11216,Brooklyn
Good Samaritan Gates Cdc,992,GATES AVENUE,992 GATES AVENUE,11221,Brooklyn
N.S.D.A. Inc. Dcc,2913,GLENWOOD ROAD,2913 GLENWOOD ROAD,11210,Brooklyn
Family Head Start,3017,GLENWOOD ROAD,3017 GLENWOOD ROAD,11210,Brooklyn
Hope Day Nursery,2112,MADISON AVENUE,2112 MADISON AVENUE,10037,New York
Bellevue South Nur Sch,10,WATERSIDE PLAZA,10 WATERSIDE PLAZA,10016,New York
Buckle My Shoe Nursery School,40,WORTH STREET,40 WORTH STREET,10013,New York
Rockefeller University Child&Family Center P/S,1230,YORK AVENUE,1230 YORK AVENUE,10021,New York
Heartshare Dolly &Frank Russo Sr. Center,118-01,101 AVENUE,118-01 101 AVENUE,11419,South Richmond Hill
Community Day Care Center,126-10,111 AVENUE,126-10 111 AVENUE,11420,South Ozone Park
E. Sholom Day Care Center Ii,84-37,118 STREET,84-37 118 STREET,11415,Kew Gardens
Qsac Pre-School,10-Dec,150 STREET,43809 150 STREET,11357,Whitestone
Jamaica Day Nursery,108-17,159 STREET,108-17 159 STREET,11433,Jamaica
Mimi&Friends Day Care School,47-49,162 STREET,47-49 162 STREET,11358,Flushing
Holy Trinity Community School,90-20,191 STREET,90-20 191 STREET,11423,Hollis
H.C.H.C/A.C.E. Pre-School,139,MENAHAN STREET,139 MENAHAN STREET,11221,Brooklyn
Abc Day Child Care Ctr,109,NASSAU AVENUE,109 NASSAU AVENUE,11222,Brooklyn
Bible Nursery Dc,427,NEW LOTS AVENUE,427 NEW LOTS AVENUE,11207,Brooklyn
New Hope Day Care,1481,NOSTRAND AVENUE,1481 NOSTRAND AVENUE,11226,Brooklyn
The Little Darlings Dc,1531,NOSTRAND AVENUE,1531 NOSTRAND AVENUE,11226,Brooklyn
Quality Care Eclc,2440,NOSTRAND AVENUE,2440 NOSTRAND AVENUE,11210,Brooklyn
Skazka Ii Inc,2810,NOSTRAND AVENUE,2810 NOSTRAND AVENUE,11229,Brooklyn
Practical Learning Center,1283,OCEAN AVENUE,1283 OCEAN AVENUE,11230,Brooklyn
Ocean Parkway Developmental Center Inc.,550,OCEAN PARKWAY,550 OCEAN PARKWAY,11218,Brooklyn
Edward L. Cleveland Dcc,1185,PARK PLACE,1185 PARK PLACE,11213,Brooklyn
Friends Of Crown Heights Educational Center #2,671,PROSPECT PLACE,671 PROSPECT PLACE,11216,Brooklyn
Pal Quincy Dcc,5,QUINCY STREET,5 QUINCY STREET,11238,Brooklyn
Hebrew Academy For Special Children,555,REMSEN AVENUE,555 REMSEN AVENUE,11236,Brooklyn
Kiddie Korner Pre-School,117,REMSEN STREET,117 REMSEN STREET,11201,Brooklyn
People's Christian Dc #2,105,RIVERDALE AVENUE,105 RIVERDALE AVENUE,11212,Brooklyn
Precious Early Childhood Academy,9624,KINGS HIGHWAY,9624 KINGS HIGHWAY,11212,Brooklyn
Magic Kingdom Nursery School,275,KINGSTON AVENUE,275 KINGSTON AVENUE,11213,Brooklyn
A New Community Early Childhood Center,765,LAFAYETTE AVENUE,765 LAFAYETTE AVENUE,11221,Brooklyn
United Cerebral Palsy Of Ny City Inc./Brooklyn Children's Program,160,LAWRENCE AVENUE,160 LAWRENCE AVENUE,11230,Brooklyn
West Harlem Community Hs Organization,121,WEST 128 STREET,121 WEST 128 STREET,10027,New York
Nubian Day Care Inc.,229,WEST 135 STREET,229 WEST 135 STREET,10030,New York
Child Countee Cullen Hs,301,WEST 140 STREET,301 WEST 140 STREET,10030,New York
Harriet Tubman Dcc,138,WEST 143 STREET,138 WEST 143 STREET,10030,New York
Seventh Avenue Mennonite,201,WEST 146 STREET,201 WEST 146 STREET,10039,New York
Trinity School,139,WEST 91 STREET,139 WEST 91 STREET,10024,New York
New Grace Center,650,LIVONIA AVENUE,650 LIVONIA AVENUE,11207,Brooklyn
Riverdale Montessori School,5720,MOSHOLU AVENUE,5720 MOSHOLU AVENUE,10471,Bronx
Highbridge Advisory Council Dcc,1181,NELSON AVENUE,1181 NELSON AVENUE,10452,Bronx
New Friendy Baptist Day Care,1278,NELSON AVENUE,1278 NELSON AVENUE,10452,Bronx
Manhattan Center For Early Learning,328,EAST 62 STREET,328 EAST 62 STREET,10021,New York
Temple Emmanuel Nursery School,1,EAST 65 STREET,1 EAST 65 STREET,10021,New York
Lycee Francais De New York,7,EAST 72 STREET,7 EAST 72 STREET,10021,New York
The Allen Stevenson School,132,EAST 78 STREET,132 EAST 78 STREET,10021,New York
Lexington Children's Ctr,115,EAST 98 STREET,115 EAST 98 STREET,10029,New York
St. Bernard School,4,EAST 98 STREET,4 EAST 98 STREET,10029,New York
Educational Alliance Hs,197,EAST BROADWAY,197 EAST BROADWAY,10002,New York
The Geneva Sch,250,EAST 61 STREET,250 EAST 61 STREET,10021,New York
The Chapin School,100,EAST END AVENUE,100 EAST END AVENUE,10028,New York
University Settlement Hs,184,ELDRIDGE STREET,184 ELDRIDGE STREET,10002,New York
Mayfield Day Nursery Inc,321,CONVENT AVENUE,321 CONVENT AVENUE,10031,New York
Abc Rosie&Harry's Place,206,EAST 124 STREET,206 EAST 124 STREET,10035,New York
St. Bartholomen Community,109,EAST 50 STREET,109 EAST 50 STREET,10022,New York
Booker T. Washington Learning,325,EAST 101 STREET,325 EAST 101 STREET,10029,New York
Metro North Day Care Center,304,EAST 102 STREET,304 EAST 102 STREET,10029,New York
New World Educational Center,137-37,FARMERS BOULEVARD,137-37 FARMERS BOULEVARD,11434,Jamaica
East Harlem Block Nursery #1,215,EAST 106 STREET,215 EAST 106 STREET,10029,New York
Ehcci Kiddie Campus,413,EAST 120 STREET,413 EAST 120 STREET,10035,New York
Pleasant Avenue Dcc Inc.,451,EAST 120 STREET,451 EAST 120 STREET,10035,New York
Community Life Center Inc. Moravian Hs,200,EAST 127 STREET,200 EAST 127 STREET,10035,New York
Addie Mae Collins Com Svc Hs,110,EAST 129 STREET,110 EAST 129 STREET,10035,New York
The Manhattan Kids Club,21,EAST 13 STREET,21 EAST 13 STREET,10003,New York
Jack&Jill At St. George,209,EAST 16 STREET,209 EAST 16 STREET,10003,New York
Westchester-Tremont Dcc,2547,EAST TREMONT AVENUE,2547 EAST TREMONT AVENUE,10461,Bronx
Tender Years Cc Inc.,3141,EAST TREMONT AVENUE,3141 EAST TREMONT AVENUE,10461,Bronx
Village Child Development Center Inc.,350,EAST 146 STREET,350 EAST 146 STREET,10451,Bronx
I.A.H.D. St. Mary's Pre-Sch,2213,EAST TREMONT AVENUE,2213 EAST TREMONT AVENUE,10462,Bronx
Tremont Monterey Dcc Inc. Site Ii,1409,FULTON AVENUE,1409 FULTON AVENUE,10456,Bronx
New Horizons,81-31,BAXTER AVENUE,81-31 BAXTER AVENUE,11373,Elmhurst
Rockaway Ccc,14-66,BEACH CHANNEL DRIVE,14-66 BEACH CHANNEL DRIVE,11691,Far Rockaway
Devoted Parents Association Inc.,137-25,BROOKVILLE BOULEVARD,137-25 BROOKVILLE BOULEVARD,11422,Rosedale
Phipps Lambert Hs,1005,EAST 179 STREET,1005 EAST 179 STREET,10460,Bronx
John T. White Ecc,1180,EAST 214 STREET,1180 EAST 214 STREET,10469,Bronx
Susan E. Wagner Special Education,1150,EAST 229 STREET,1150 EAST 229 STREET,10466,Bronx
Herbert G. Birch Ecc,475,EAST 57 STREET,475 EAST 57 STREET,11203,Brooklyn
Gingerbread House Dcc I/T,1173,EASTERN PARKWAY,1173 EASTERN PARKWAY,11213,Brooklyn
Learning Always Wins,102,FENIMORE STREET,102 FENIMORE STREET,11225,Brooklyn
Rainbow Dcc,3846,FLATLANDS AVENUE,3846 FLATLANDS AVENUE,11234,Brooklyn
"Khyle Bre Naj Kiddie Dcc, Inc.",9718,FLATLANDS AVENUE,9718 FLATLANDS AVENUE,11236,Brooklyn
Friends Of Crown Heights Dcc #1,36,FORD STREET,36 FORD STREET,11213,Brooklyn
Nelrak Child Development Center,1057,FULTON STREET,1057 FULTON STREET,11238,Brooklyn
Kiddie Castle Christian Dc,280,GRAFTON STREET,280 GRAFTON STREET,11212,Brooklyn
Skazka Iv,1196,GRAVESEND NECK ROAD,1196 GRAVESEND NECK ROAD,11229,Brooklyn
New Life Head Start,406,GROVE STREET,406 GROVE STREET,11237,Brooklyn
Milestone School For Child Development In.,15,HANOVER PLACE,15 HANOVER PLACE,11201,Brooklyn
Hanson Place Cdc,55,HANSON PLACE,55 HANSON PLACE,11217,Brooklyn
Children First At 575 Lexington Ave,575,LEXINGTON AVENUE,575 LEXINGTON AVENUE,10022,New York
Lipton Corporate Ccc,75,WALL STREET,75 WALL STREET,10005,New York
Forest Hills Presbyterian Day School,70-35,112 STREET,70-35 112 STREET,11375,Forest Hills
Veda's Learning World,104-87,128 STREET,104-87 128 STREET,11419,South Richmond Hill
Omega Psi Phi Fraternity Nu Omicron Chapter E.Ce.C.,123-10,143 STREET,123-10 143 STREET,11436,Jamaica
Little Friends House Iii,Dec-45,150 STREET,16772 150 STREET,11357,Whitestone
The House For Bright&Gifted Toddler Program,33-15,154 STREET,33-15 154 STREET,11354,Flushing
New Dawn Elementary,90-34,161 STREET,90-34 161 STREET,11432,Jamaica
Bright Beginnings Pre-School,86-25,162 STREET,86-25 162 STREET,11432,Jamaica
Little People's Dc,92-61,165 STREET,92-61 165 STREET,11433,Jamaica
Auburndale Pre-Sch,42-28,190 STREET,42-28 190 STREET,11358,Flushing
Smiling Faces Christian Dcii,381,MYRTLE AVENUE,381 MYRTLE AVENUE,11205,Brooklyn
King's Bay Ym-Ywha Infant Care,3495,NOSTRAND AVENUE,3495 NOSTRAND AVENUE,11229,Brooklyn
Happy Child Dcc,353,OCEAN AVENUE,353 OCEAN AVENUE,11226,Brooklyn
Flatbush Action Community Dcc Inc.,525,PARKSIDE AVENUE,525 PARKSIDE AVENUE,11226,Brooklyn
Brooklyn Friends School Pre-School,375,PEARL STREET,375 PEARL STREET,11201,Brooklyn
Brooklyn Friends School-Family Center,375,PEARL STREET,375 PEARL STREET,11201,Brooklyn
Recreation Rooms & Settlement Starett Early Learning,1325,PENNSYLVANIA AVENUE,1325 PENNSYLVANIA AVENUE,11239,Brooklyn
Pine Street Dcc,374,PINE STREET,374 PINE STREET,11208,Brooklyn
Brooklyn Child Care Inc.,800,POLY PLACE,800 POLY PLACE,11209,Brooklyn
Poly Prep Lower School,49,PROSPECT PARK WEST,49 PROSPECT PARK WEST,11215,Brooklyn
George C. Conliffe Ccc,1435,PROSPECT PLACE,1435 PROSPECT PLACE,11213,Brooklyn
Yeled V' Yalda Hs,901,QUENTIN ROAD,901 QUENTIN ROAD,11223,Brooklyn
"Bedford Stuyvesant Ecdc, Inc.",5,QUINCY STREET,5 QUINCY STREET,11238,Brooklyn
The Williston Academy,1,JEFFERSON AVENUE,1 JEFFERSON AVENUE,11238,Brooklyn
Low Memorial Ccc,176,JOHNSON STREET,176 JOHNSON STREET,11201,Brooklyn
"Bedford Stuyvesant Ecdc, Inc.",133,KINGS FIRST WALK,133 KINGS FIRST WALK,11233,Brooklyn
Horeb Day Care Center,520,KINGSTON AVENUE,520 KINGSTON AVENUE,11225,Brooklyn
Emmanuel Day Care Kindergarten,279,LAFAYETTE AVENUE,279 LAFAYETTE AVENUE,11238,Brooklyn
Dr. Clarence R. Johnson Christian Dcc,600,LAFAYETTE AVENUE,600 LAFAYETTE AVENUE,11216,Brooklyn
Yeled V'Yalda Torah Dcc,2,LEE AVENUE,2 LEE AVENUE,11211,Brooklyn
Brooklyn Institute For Children,110,LENOX ROAD,110 LENOX ROAD,11226,Brooklyn
The Children's Center At Syny Brooklyn,440,LENOX ROAD,440 LENOX ROAD,11203,Brooklyn
